purpose;increase;igfbp-4 synthesis;2;11357060
cdna expression cell transfection;increase;medium igfbp-4 accumulation;2;11357060
3 mch 10 pituitary cell treatment;decrease;immunoreactivity area;0;19752150
release reduction;block;mch receptor treatment;2;19752150
release reduction;block;mchr treatment;2;19752150
pituitary lhbeta mrna expression;increase;d1;0;19997478
mapk kinase inhibitor administration;decrease;nt mtii-induced erk phosphorylation;2;15961554
erk pathway activation;suppress;food intake;0;15961554
raphe pallidus neuron;mediate;rat tachycardia;0;17927775
raphe pallidus neuron;mediate;rat fever;0;17927775
gnrh pulsatile secretion;regulate;axis activity;0;11893524
gnrh treatment;inhibit;expression;0;19800342
cpee;increase;glucocorticoid glu release;2;17026532
haemorrhage;decrease;hypothalamic vasopressin;2;12832724
plasma vasopressin increase;inhibit;galanin rat;0;12832724
type 3a receptor;activate;serotonin;2;16077169
5-ht3ar;activate;serotonin;2;16077169
pdgfr vegfr kinase inhibitor azd2171 administration;decrease;cell proliferation;0;24860149
pdgfr sti571 kinase inhibitor azd2171 administration;decrease;cell proliferation;0;24860149
pdgfr vegfr kinase inhibitor azd2171 administration;decrease;opc proliferation;0;24860149
pdgfr sti571 kinase inhibitor azd2171 administration;decrease;opc proliferation;0;24860149
desmopressin therapy;decrease;sodium;0;210747902107420721503733
contrast;increase;subunit gene;0;19458315
contrast;increase;cga;0;19458315
lhb messenger rna;increase;adcyap1 stimulation;0;19458315
follistatin;increase;gnrh pulse;2;19458315
fst;increase;gnrh pulse;2;19458315
gene expression;increase;gnrh pulse;2;19458315
adcyap1 receptor gene;increase;pulse frequency gnrh;2;19458315
adcyap1r;increase;pulse frequency gnrh;2;19458315
expression;increase;pulse frequency gnrh;2;19458315
gnrh adcyap1;regulate;lhb fshb subunit gene;0;19458315
rhesus monkey luteinize hormone regulation;mediate;testosterone action;2;10718912
rhesus monkey lh regulation;mediate;testosterone action;0;10718912
rhesus monkey secretion regulation;mediate;testosterone action;2;10718912
testosterone feedback action;mediate;cell;0;10718912
lpxrfamide peptide expression;regulate;melatonin;2;21325452
aromatase steroidigenesis enzyme;suppress;peptide;0;20515793
p450 cleavage steroidigenesis enzyme;suppress;peptide;0;20515793
steroidogenenisis gnrh-iii action;suppress;receptor expression;0;20515793
induction;suppress;gnrh-iii;2;20515793
mouse;decrease;fast blood glucose level increase insulin sensitivity;2;23665701
haemorrhage;decrease;hypothalamic vasopressin;2;12832724
plasma vasopressin increase;inhibit;galanin rat;0;12832724
hormone-releasing hormone;inhibit;lhrh;2;11502441
lhrh;inhibit;lhrh;0;11502441
luteinize hormone;secrete;pituitary gland;2;117167819459445946250695289629748280985698999209011034284310966476109999411139542176512210088338530170070263909829301225228199942819996312972425373672178999211603621659472123549133284513330527988482782386176219818524874854881586035748602223863569186748378701085875672690030259012799911612590692529099910911525491825819405622
progesterone lh fsh;increase;5 min;0;16698221
cortisol;increase;5 min;0;16698221
pgf group progesterone;decrease;40 min;0;16698221
pgf group;decrease;45 min;0;16698221
ghrelin;activate;dog axis;0;12431802
sga hypothalamic h1 receptor;activate;ampk;2;23640535
treatment;activate;palmitoyltransferase 1;2;23640535
sga h1 receptor antagonism;activate;palmitoyltransferase 1;2;23640535
pgfm concentration;increase;be;0;20626675
cortisol concentration;increase;be;0;20626675
lh;decrease;be;0;20626675
nmda increase dose incubation;decrease;vasopressin release;2;11012837
kainate increase dose incubation;decrease;vasopressin release;2;11012837
ampa increase dose incubation;decrease;vasopressin release;2;11012837
cortisol;increase;bp;0;17386356
datum;increase;hb size;0;1589457627641358968267753792674855718612404863949190406969362271957515896612039746481984147998146169926800102297331047144815709954109937491064468412003834120427761200656712235032122350501280502412826074127944261281674614595407147454611459293814990349115446734786948765210877982088979928156623
datum;increase;hb size;0;1589457627641358968267753792674855718612404863949190406969362271957515896612039746481984147998146169926800102297331047144815709954109937491064468412003834120427761200656712235032122350501280502412826074127944261281674614595407147454611459293814990349115446734786948765210877982088979928156623
study;mediate;norepinephrine release effect;2;12654704
arousal;inhibit;serotonin opioid;2;19686432
pvn;decrease;period;0;15193530
pvn;increase;period;0;15193530
treatment;inhibit;testosterone level;2;19826459
leukocytic ldh activity;increase;animal blood glucose increase;2;24258289
study;inhibit;lh surge;2;12698976
igf-i plasma level;increase;activity elevation;0;19456398
rat corticosterone intracerebroventricularly infusion;increase;acth;2;15240363
increase energy store;decrease;coeruleus dopamine-beta-hydroxylase expression;2;15240363
glucocorticoid action;increase;food salience;0;15240363
glucocorticoid action;increase;food ingestion;0;15240363
gnrh neuron function;regulate;gnrh gene transcription;0;23531789
gnih synthesis;regulate;secretion rhythm;0;23531789
gnih release;regulate;secretion rhythm;0;23531789
gnih synthesis;regulate;secretion rhythm;0;23531789
gnih release;regulate;secretion rhythm;0;23531789
contrast;increase;stimulation site distance;0;14672999
ghrelin;increase;food intake;0;22074955
ghrelin;decrease;energy output;0;22074955
protein kinase inhibitor cell incubation;suppress;lh effect;2;17068133
protein kinase inhibitor cell incubation;suppress;lh effect;2;17068133
tgf-alpha cell incubation;increase;cox2 protein level;0;17068133
melatonin;inhibit;dehydrogenase mrna expression;0;146731861058083575680071122979811231993113061771160054211691640119331581193710712062316123905041251988942215504223909864118687001099183569951887197099699737724991881810203008105098026745194623853160989763020078282800232193822926312272146027371542301642215842723385331848566164984119578861750475163993783817968319592839657883707078262008827443080773117964299776208376062534310502435263243638471748941870572215274956806258436701117862639396275916695225126331310601975
comparison;increase;acth corticosterone level;2;14654444
75 body weight flavonoid quercetin combine administration;suppress;tissue hydrogen peroxide production lipid peroxidation;2;21337715
pco therapy;decrease;fin leptin level;0;14680609
pituitary gland;inhibit;gaba release;0;12488823
tgfbeta;secrete;neurohypophysis;0;15214860
tgfbeta;regulate;pituitary cell proliferation;0;15214860
tgfbeta;regulate;pituitary cell secretion;0;15214860
testosterone level;increase;group;0;17179656
body weight;decrease;incb13739 therapy placebo;2;20413513102320521727240015793240158119281610340916135025112385411125091411418628115467661173995712840062146788651504760715356040268127315387169405715167055501724477910480450
urine cortisol;suppress;dose suppression test 95 %;0;2316643210720040181742871291567912930931145023621467118718322123034617955456786218487840669005978906150897687009793762103576961571765910857554
pvn avp neuron;activate;depression;0;17524488
progesterone receptor;mediate;sex;0;23899762
progesterone receptor;mediate;sex;0;23899762
progesterone receptor;mediate;status behavior;0;23899762
progesterone receptor;mediate;status behavior;0;23899762
gh acth concentration;decrease;cat somatostatin analog octreotide administration;0;18801640
cortisol concentration;decrease;cat somatostatin analog octreotide administration;0;18801640
receptor;regulate;estrogen;2;11963827
rhesus monkey luteinize hormone regulation;mediate;testosterone action;2;10718912
rhesus monkey lh regulation;mediate;testosterone action;0;10718912
rhesus monkey secretion regulation;mediate;testosterone action;2;10718912
testosterone feedback action;mediate;cell;0;10718912
plasma estrogen elevation;inhibit;estrus;0;23171609723013862865866757234668372965408073710923332057328374482852091204687120702611908711193742419407131099383711417685126064051283692253883585062726434577112550949083593365956409865284177001009720253271941231500551904858491095989353176104619841354809717027203196788682085224820875680
hypothalamic tuberoinfundibular dopaminergic;inhibit;prolactin;0;2046305410940733286942511739329352050935532202887254246249519770852088869850477181047787909141791040979141338934515900920092022279247269930624693845729724019102018191022198910510245153456801556432411826263118976834706010894170102616678059073081421575554316254185164326281785344018096658191715661950022619299456731779861193216141934399553911517260
hypothalamic tuberoinfundibular dopaminergic;inhibit;prl;0;2046305410940733286942511739329352050935532202887254246249519770852088869850477181047787909141791040979141338934515900920092022279247269930624693845729724019102018191022198910510245153456801556432411826263118976834706010894170102616678059073081421575554316254185164326281785344018096658191715661950022619299456731779861193216141934399553911517260
haemorrhage;decrease;hypothalamic vasopressin;2;12832724
plasma vasopressin increase;inhibit;galanin rat;0;12832724
vasopressin;increase;left ventricular;0;18541142
vasopressin;increase;lv;0;18541142
circuitry part pvn;mediate;ghrelin property;2;12948845
treatment;increase;acth;2;21687973
treatment;increase;lh;2;21687973
somatostatin;increase;pip (2)- level;0;15784846
somatostatin;decrease;level;0;15784846
d-npy27-36;decrease;78 %;0;15572203
sertolus cell product dhh;secrete;testosterone;2;22568218
four rat;suppress;testicular testosterone;2;12606480
estrogen;suppress;release pulse amplitude pulse frequency;0;15842235
insulin;increase;secretion;0;16236542
glucose;increase;secretion;0;16236542
leptin;increase;muscle glucose uptake;2;16236542
leptin;increase;oxidation;2;16236542
leptin;suppress;glucose output;2;16236542
per1 expression;mediate;response element;0;17483911
lh;regulate;clock;0;17483911
sf-1;regulate;acth;2;15261303
igf;regulate;follicular development;0;20130263115222929811848122415451195616611985604121281041037990010491647158369551581490116306079164390931695984316943367169317671733252017218136175074771919780419443782105997451072100310803590109131211113416311223367112455771131678511513734124936981258677812714278127954261472659614973274150874301529743913723227758431754569987726038813730972216311713222
igf;regulate;steroidogenesis;0;20130263115222929811848122415451195616611985604121281041037990010491647158369551581490116306079164390931695984316943367169317671733252017218136175074771919780419443782105997451072100310803590109131211113416311223367112455771131678511513734124936981258677812714278127954261472659614973274150874301529743913723227758431754569987726038813730972216311713222
igf protein;inhibit;action;0;20130263115222929811848122415451195616611985604121281041037990010491647158369551581490116306079164390931695984316943367169317671733252017218136175074771919780419443782105997451072100310803590109131211113416311223367112455771131678511513734124936981258677812714278127954261472659614973274150874301529743913723227758431754569987726038813730972216311713222
igfbp;inhibit;action;0;20130263115222929811848122415451195616611985604121281041037990010491647158369551581490116306079164390931695984316943367169317671733252017218136175074771919780419443782105997451072100310803590109131211113416311223367112455771131678511513734124936981258677812714278127954261472659614973274150874301529743913723227758431754569987726038813730972216311713222
igfbp proteolysis;regulate;igf bioavailability;0;20130263115222929811848122415451195616611985604121281041037990010491647158369551581490116306079164390931695984316943367169317671733252017218136175074771919780419443782105997451072100310803590109131211113416311223367112455771131678511513734124936981258677812714278127954261472659614973274150874301529743913723227758431754569987726038813730972216311713222
rottlerin;inhibit;erk;2;15048868
pkcdelta inhibitor;inhibit;erk;2;15048868
pkcdelta inhibitor;inhibit;kinase phosphorylation;0;15048868
pkcdelta inhibitor;inhibit;cell proliferation;0;15048868
interaction;mediate;gfap;2;199365681568093915745952186558801882396119037321182821601057502011012836115497211219522412372001124924271260949912859353128996821455287414617676147242601513521915134863151537534577217123694870397667199961733880763653286462460638494624127002422592158936411578943040847951592262215961240160149241599570116134141162164211650392016322347165545011681614416832906166449071684276317127302170316681731428617241122176631381767895717628000176930271768401417714952173932981807769418082334183675041829340418439402184627961862606518655876188033081921188119267953379509335675803109879281977024438642451734340445930445183044521318019325651532202017161744384693137891864770847477762337615871884710288096728839353895163689773829354336953012897951471535618715610159
interaction;mediate;gfap;2;199365681568093915745952186558801882396119037321182821601057502011012836115497211219522412372001124924271260949912859353128996821455287414617676147242601513521915134863151537534577217123694870397667199961733880763653286462460638494624127002422592158936411578943040847951592262215961240160149241599570116134141162164211650392016322347165545011681614416832906166449071684276317127302170316681731428617241122176631381767895717628000176930271768401417714952173932981807769418082334183675041829340418439402184627961862606518655876188033081921188119267953379509335675803109879281977024438642451734340445930445183044521318019325651532202017161744384693137891864770847477762337615871884710288096728839353895163689773829354336953012897951471535618715610159
aii;mediate;pvn excitability;2;10795918
melatonin;inhibit;substance ot secretion;0;15613740
tgfalpha;increase;incorporation;0;11700850
pd0 testis culture growth factor stimulation;suppress;tgfalpha mrna expression;2;11700850
tgfalpha egfr expression;regulate;fsh growth stimulatory hormone;0;11700850
tgfalpha egfr expression;regulate;testosterone growth stimulatory hormone;0;11700850
lh luteinize dose;increase;progesterone secretion;0;12972376
lh 128 ng\ per ml;increase;progesterone secretion;0;12972376
fsh luteinize dose;increase;progesterone secretion;2;12972376
fsh 128 ng\ per ml;increase;progesterone secretion;2;12972376
glucocorticoid;suppress;hormone;0;1928228610551782178959071071989110811881108442391156471012022233124038321257852912639969128081071461554014576178145819332996774242897830725351968447840805581191887802409772981513695938558240870277891369309139717923472395452249858532103726621604137216208279162491781664185516675526168396611706598210692139
glucocorticoid;suppress;gnrh;0;1928228610551782178959071071989110811881108442391156471012022233124038321257852912639969128081071461554014576178145819332996774242897830725351968447840805581191887802409772981513695938558240870277891369309139717923472395452249858532103726621604137216208279162491781664185516675526168396611706598210692139
gc;suppress;gnrh;2;1928228610551782178959071071989110811881108442391156471012022233124038321257852912639969128081071461554014576178145819332996774242897830725351968447840805581191887802409772981513695938558240870277891369309139717923472395452249858532103726621604137216208279162491781664185516675526168396611706598210692139
glucocorticoid;suppress;gene;0;1928228610551782178959071071989110811881108442391156471012022233124038321257852912639969128081071461554014576178145819332996774242897830725351968447840805581191887802409772981513695938558240870277891369309139717923472395452249858532103726621604137216208279162491781664185516675526168396611706598210692139
glucocorticoid;suppress;expression;0;1928228610551782178959071071989110811881108442391156471012022233124038321257852912639969128081071461554014576178145819332996774242897830725351968447840805581191887802409772981513695938558240870277891369309139717923472395452249858532103726621604137216208279162491781664185516675526168396611706598210692139
recombination;mediate;posterior pituitary gland;2;23209739106866071106533811069887110878301110505511105057113010011198085015223342631940014959759177348168504731806467620147377202372812038673220890044
transport;increase;plasma cortisol;2;16632387
npy;inhibit;release;0;11287104
hand;block;lh release stimulation;2;11287104
mu administration;block;lh release stimulation;2;11287104
research;mediate;differ response;0;12743542
sodium reabsorptive mechanism;upregulate;vasopressin escape;2;11158210
hsd;increase;gamma-msh plasma concentration;2;12501973
crh;regulate;acth receptor expression;2;17959886
crh;regulate;acth receptor expression;2;17959886
crh;regulate;acth receptor expression;2;17959886
crh;regulate;acthr expression;2;17959886
crh;regulate;acthr expression;2;17959886
crh;regulate;acthr expression;2;17959886
raus therapy preparation;increase;retention;0;23843834
heme oxygenase;regulate;arginin-vasopressin neuropeptide release;2;20097264
contrast;decrease;pachytene spermatocyte;0;10906069
contrast;decrease;spermatid;0;10906069
gfap;decrease;diabetes onset;0;16873533
exposure;increase;adipose tissue;2;18285526
t (3)- dose;increase;adipose tissue;2;18285526
activate;regulate;adrenaline;2;24100548
hypothalamus action;suppress;glucose production;2;24937445
arginine vasopressin;mediate;behavior hormone effect;0;10838478
drug;increase;lh fsh;2;20843951
datum;regulate;body temperature;0;23538704
datum;regulate;energy homeostasis;0;23538704
apparatus;inhibit;gnrh pulse generator;2;12051595
dnmt3b2;increase;spermatogonium;0;15567719
dnmt3b isoform;increase;spermatogonium;0;15567719
75 body weight flavonoid quercetin combine administration;suppress;tissue hydrogen peroxide production lipid peroxidation;2;21337715
oxytocin receptor;suppress;progesterone;2;17765941
otr;suppress;progesterone;2;17765941
expression;suppress;progesterone;2;17765941
insulin concentration;increase;september;0;18401941
growth hormone;increase;ghrelin i.c.v. administration;2;11089570
gh;increase;ghrelin i.c.v. administration;2;11089570
hormone;inhibit;ghrelin administration;2;11089570
tsh;inhibit;ghrelin administration;2;11089570
increase il-1;regulate;norepinephrine;2;23671261
sirt1;activate;restriction response;0;23950036
exogenous glucocorticoid administration;downregulate;vasopressin;0;10795903
exogenous glucocorticoid administration;increase;receptor v1b receptor mrna facilitate coupling;0;10795903
glucocorticoid interaction;regulate;v1b receptor mrna expression;0;10795903
vasopressin interaction;regulate;v1b receptor mrna expression;0;10795903
maturation;block;pkaus activator 8-aha-camp;2;23028418
pkaus subunit level;decrease;fsh stimulation;0;23028418
pkaus subunit level;increase;fsh stimulation;0;23028418
pkaus activation;inhibit;protein kinase;0;23028418
pkaus activation;inhibit;mapk;0;23028418
cortisol;increase;bp;0;17386356
halothane administration;increase;serum glucose;2;17988436
avp;mediate;acth response;2;11488255
ot;mediate;acth response;2;11488255
vitro;inhibit;acth secretion;2;11488255
tgfbeta;secrete;neurohypophysis;0;15214860
tgfbeta;regulate;pituitary cell proliferation;0;15214860
tgfbeta;regulate;pituitary cell secretion;0;15214860
vasopressin concentration;increase;one;0;11990905
insulin curve area;decrease;group;0;16483179
fast insulin curve area;decrease;group;0;16483179
testosterone level;decrease;group;0;16483179
melatonin;suppress;rat system vp release;0;20814074
hormone vasopressin;regulate;water clearance;0;21691126
testosterone;increase;altitude group;0;16380390
lh;regulate;secretion;0;17991618
lh;regulate;secretion;0;17991618
e (2)-;decrease;nidopallium perk;2;22294743
e (2)-;decrease;hp perk;2;22294743
tumor cell tr4 force overexpression;increase;proopiomelanocortin transcription acth secretion proliferation;2;23653479
dopamine;activate;production;0;15909246
next gnrh antagonist-treated rat;block;action;0;19136390
next gnrh antagonist-treated rat;block;action;0;19136390
glucocorticoid;suppress;glutamate release;0;19144839
ghrelin;activate;dog axis;0;12431802
d-ghrelin;increase;mouse 2 food consumption;0;19445969
contrast;increase;hypothalamus release;0;15473128
dopamine;suppress;release elevation;0;20553721
result;decrease;acid reactive substance radical-trapping antioxidant;2;22012612
vegf secretion;inhibit;ang iii ang iv;0;22442002
hormone network;secrete;adipose tissue;2;17485320
bupropion;inhibit;norepinephrine;2;19039677
antidepressant bupropion;inhibit;dopamine;2;22512539
contrast;increase;gland secretion;0;12723886
hand;decrease;pkc activity;2;10944431
carbachol bst treatment;increase;plasma vasopressin level;2;21466795
buspirone;increase;insulin level;2;15802819
quit rate;increase;pharmacotherapy use;2;16517193
contrast;increase;percentage nkt cell number;0;19996489
contrast;increase;cell percentage number;0;19996489
m;increase;serotonin level;2;23669068
vasopressin;regulate;aqp2 mrna expression;0;12151754
vasopressin;secrete;neurohypophysis;0;12418301
disulfiram;inhibit;acetaldehyde oxidation;2;12107032
ad microglium;increase;research effort;2;23930978
somatostatin;decrease;rat activity;0;19414189
igfbp6 downregulation;activate;pi3 pathway;0;24379119
pituitary growth hormone;increase;e16;0;21168412
pituitary growth hormone;increase;growth;0;21168412
pituitary growth hormone;increase;e20;0;21168412
vip;increase;erk1;2;10940738
pacap38;increase;erk1;2;10940738
vip;increase;erk2 phosphorylation;2;10940738
pacap38;increase;erk2 phosphorylation;2;10940738
erk2 vip pacap38 activation;block;protein kinase;0;10940738
erk2 vip pacap38 activation;inhibit;erk2 vip pacap38 activation;0;10940738
erk2 vip pacap38 activation;inhibit;erk2 vip pacap38 activation;0;10940738
vip;activate;erk;2;10940738
pacap38;activate;erk;2;10940738
drinking;increase;blood glucose level;2;19485973
crf-r1 mrna expression reduction;inhibit;pka pretreatment;2;12121497
amygdala\ per hippocampus drd5 sstr3 htr3a decrease mrna level;regulate;ngf;0;21820738
amygdala\ per hippocampus gene decrease mrna level;regulate;ngf;0;21820738
compartment 1 glucose distribution space glucose mass;increase;cow;0;11814033
compartment 1 glucose residence time;increase;cow;0;11814033
compartment 1 glucose distribution space glucose mass;decrease;cow;0;11814033
compartment 1 glucose residence time;decrease;cow;0;11814033
cumulus cell progesterone synthesis;block;smad2\ per 3 activation;0;21520325
vasopressin infusion;decrease;norepinephrine requirement;2;21892977
research;regulate;pathway;0;19637976
research;regulate;pathway;0;19637976
pka activation;activate;activity;0;21924340
pregnancy uterus myometrium receptor mrna protein concentration increase contrast;increase;animal;0;11967183
noradrenaline response;mediate;response;0;21146475
noradrenaline response;mediate;response;0;21146475
cell exposure;inhibit;transcription level vegf secretion;2;24176035
gnrh analog administration;suppress;function;0;11787159
rt oscillation;suppress;methylphenidate;2;15950016
rat testis nse effect;inhibit;lipid peroxidation process;2;21328874
growth factor;increase;dopamine 2 receptor expression;2;22684586
ngf;increase;dopamine 2 receptor expression;2;22684586
ngf;increase;d2r expression;0;22684586
djdat hyperactivity;suppress;sch23390 sulpiride pretreatment;0;24858686
hypothalamus somatostatin ghrh release regulation;regulate;neuropeptide range;0;16586030
hypothalamus somatostatin ghrh release regulation;regulate;neurotransmitter range;0;16586030
hypothalamus somatostatin ghrh release regulation;regulate;neurohormone range;0;16586030
rat testis change;decrease;rat testosterone level;2;18395915
rat behavior change;decrease;rat testosterone level;2;18395915
ac\ per camp\ per pka signaling pathway;regulate;secretion function;0;21388404
pi3k\ per akt pathway signaling pathway;regulate;secretion function;0;21388404
ac\ per camp\ per pka signaling pathway;regulate;cell proliferation function;0;21388404
pi3k\ per akt pathway signaling pathway;regulate;cell proliferation function;0;21388404
insulin administration;decrease;activity;0;24582678
hspc migration;decrease;cd44 expression;2;15813854
net inhibitor reboxetine administration;increase;dopamine efflux;2;21669025
3 administration;increase;dopamine efflux;2;21669025
psychostimulant amphetamine administration;increase;dopamine efflux;2;21669025
0.5 mg\ per kg administration;increase;dopamine efflux;2;21669025
cocaine administration;increase;dopamine efflux;2;21669025
10 mg\ per kg administration;increase;dopamine efflux;2;21669025
verapamil;inhibit;la3 + secretion;0;16515555
chloralhydrate;inhibit;function;0;12548383
somatostatin;activate;current;0;10805669
reuptake inhibitor;increase;serotonin concentration;2;12690637
ect;increase;serotonin concentration;2;12690637
mao;increase;serotonin concentration;2;12690637
ect bupropion mao inhibitor;increase;noradrenaline concentration;2;12690637
lithium;increase;serotonin concentration increase;2;12690637
fmrp;regulate;insulin signaling pathway;2;22513101
interaction;mediate;gfap;2;19936568
interaction;mediate;gfap;2;19936568
acth;suppress;childhood seizure type;0;17368435
mch;inhibit;glutamatergic gabaergic lh neuron activity;2;11351031
disulfiram;increase;drug therapy efficacy;2;10841824
bupropion;inhibit;dopamine reuptake;2;20140131
mch;regulate;erk activity;2;23449013
receptor;regulate;erk activity;2;23449013
progesterone;inhibit;gnrh pulse frequency;2;12698972
oestradiol;increase;gnrh pulse frequency;2;12698972
cell alpha-msh release regulation;regulate;ca2 + channel activity;0;14511978
replacement therapy;increase;birth defect risk;0;22534270
v2 vasopressin receptor;activate;g;0;16115624
research;mediate;da release;0;24484986
n-methyltransferase inhibitor;inhibit;ic50 1.9 microm;0;11900856
n-methyltransferase substrate;inhibit;2n-methyltransferase activity;0;11900856
varenicline therapy mh encounter;increase;29 %;0;20966147
rodent;mediate;mchr1 receptor;2;17237257
mch action;mediate;mchr1 receptor;0;17237257
microm thp;decrease;dopamine content;2;16026929
atomoxetine reuptake inhibitor;increase;dopamine concentration;2;15115947
melatonin administration;increase;animal survival time;0;16180084
tumor rat;increase;melatonin administration;2;16180084
prolactin;inhibit;dopamine;2;25453900
prl;inhibit;dopamine;2;25453900
evidence;regulate;fuel supply i.e. glucose;2;16236383
inability;regulate;glucose;2;16236383
at-t20 cell;decrease;pomc gene promoter activity;2;21356276
lxr overexpression;decrease;pomc gene promoter activity;2;21356276
gnrh antagonist;inhibit;gnrh receptor blockage pituitary gland;0;15018588
contrast;decrease;l-time;0;17331587
contrast;decrease;l;0;17331587
contrast;decrease;t-td;0;17331587
stat3 hct116 transfectant sirna attenuate pttg expression;suppress;cell growth;0;23416975
stat3 hct116 transfectant sirna attenuate pttg expression;suppress;colony formation;0;23416975
result;regulate;rat plasma epinephrine;2;16026475
result;regulate;differential sensitivity plasma epinephrine;2;16026475
observation;mediate;il-1beta glucocorticoid effect;2;12538636
oxidative stress;increase;stress repetition;0;22787054
pancreatic;secrete;insulin;2;23211512
cell;secrete;insulin;2;23211512
pancreatic;secrete;insulin;2;23211512
cell;secrete;insulin;2;23211512
pancreatic;secrete;insulin;2;23211512
cell;secrete;insulin;2;23211512
pancreatic;secrete;insulin;2;23211512
cell;secrete;insulin;2;23211512
npy;increase;redox potential;0;23211512
treatment;decrease;insulin release;2;23211512
shp2 inhibitor mouse injection;block;ssc cell production;0;24123360
administration;decrease;growth hormone;2;15930173
igf-i concentration;decrease;lp;0;15930173
liver igfbp-3 gene expression;decrease;lp;0;15930173
kidney igfbp-3 gene expression;decrease;lp;0;15930173
circulate level igfbp-3 gene expression;decrease;lp;0;15930173
dexamethasone pretreatment;decrease;igfbp-3 proteolysis;2;15930173
inhibition;inhibit;gnrh secretion;2;12186689
brain region constitutive tnf-alpha;decrease;clonidine administration;0;11473862
lh excretion;increase;69.5 %;0;12676335
glucocorticoid;regulate;process;0;18600567
compound;inhibit;rat pituitary corticotrope crf-stimulated acth release;2;15867951
protein;upregulate;l beta t2 cell gnrh treatment;2;15128600
contrast;decrease;gaba;0;11430864
contrast;decrease;b;0;11430864
contrast;decrease;saclofen;0;11430864
cpee;increase;glucocorticoid glu release;2;17026532
